1, 0, 0, 0, 1
2, 0, 0.51020408163265307, 0, 1
51, 0, 0, 0.51020408163265307, 1
1, 2, 0.49464188222863825, 0, 0
1, 51, 0.49669879331048544, 0, 0
1, 52, 0.72309321718957487, 0, 0
2, 1, 0.51659260722146871, 0, 0
2, 3, 0.5169630624997702, 0, 0
2, 51, 0.70870416916586265, 0, 0
2, 52, 0.52382801398866541, 0, 0
2, 53, 0.71529833587129177, 0, 0
3, 2, 0.48078629677100965, 0, 0
3, 4, 0.51869627901835191, 0, 0
3, 52, 0.70446954749509871, 0, 0
3, 53, 0.52217523132076171, 0, 0
3, 54, 0.71067277381949645, 0, 0
4, 3, 0.52067274857774026, 0, 0
4, 5, 0.48667850640422433, 0, 0
4, 53, 0.74274029530671837, 0, 0
4, 54, 0.50785751507846999, 0, 0
4, 55, 0.715054050134594, 0, 0
5, 4, 0.53145318831189448, 0, 0
5, 6, 0.50667032604610507, 0, 0
5, 54, 0.72313652415080498, 0, 0
5, 55, 0.52518497224370075, 0, 0
5, 56, 0.71345636336497964, 0, 0
6, 5, 0.50602482303184482, 0, 0
6, 7, 0.52283574299360835, 0, 0
6, 55, 0.7262049404695341, 0, 0
6, 56, 0.51827719357604041, 0, 0
6, 57, 0.71217219601334225, 0, 0
7, 6, 0.52283820128167313, 0, 0
7, 8, 0.49040908005828232, 0, 0
7, 56, 0.75812402175653193, 0, 0
7, 57, 0.5132417101547283, 0, 0
7, 58, 0.73128142547101094, 0, 0
8, 7, 0.49614704790234865, 0, 0
8, 9, 0.53258644528490751, 0, 0
8, 57, 0.70638812795507344, 0, 0
8, 58, 0.50283431933404632, 0, 0
8, 59, 0.71872033658487799, 0, 0
9, 8, 0.48373811096373076, 0, 0
9, 10, 0.49982804220423832, 0, 0
9, 58, 0.73110965355532387, 0, 0
9, 59, 0.50980148815820747, 0, 0
9, 60, 0.71772596052382232, 0, 0
10, 9, 0.52779184940187551, 0, 0
10, 11, 0.50055939565615626, 0, 0
10, 59, 0.70753738900566643, 0, 0
10, 60, 0.49934719236372926, 0, 0
10, 61, 0.71267425978983345, 0, 0
11, 10, 0.48865410779013091, 0, 0
11, 12, 0.49611880899417005, 0, 0
11, 60, 0.69984171612675017, 0, 0
11, 61, 0.50220781996540909, 0, 0
11, 62, 0.71450353773047126, 0, 0
12, 11, 0.49460785229978016, 0, 0
12, 13, 0.50883244206090528, 0, 0
12, 61, 0.73224208295537041, 0, 0
12, 62, 0.5341953180295248, 0, 0
12, 63, 0.72737720990208465, 0, 0
13, 12, 0.54609277063558415, 0, 0
13, 14, 0.51171131636948297, 0, 0
13, 62, 0.71028828237467967, 0, 0
13, 63, 0.52966515297506778, 0, 0
